cores, skx, 
1, 1.0, 
4, 3.942662779397473, 
9, 8.499301675977653, 
14, 12.256797583081571, 
19, 14.369539551357732, 
24, 16.27139037433155, 
28, 16.92767732962448, 
33, 16.83402489626556, 
38, 17.3623395149786, 
43, 16.998603351955307, 
48, 17.461979913916785, 
