cores, spr, 
1, 1.0, 
11, 10.919002473206925, 
22, 21.82001647446458, 
33, 32.582410824108244, 
44, 43.354337152209496, 
56, 54.786970010341264, 
67, 33.17407639323732, 
78, 34.946569920844325, 
89, 43.748142031379025, 
100, 49.10009267840593, 
112, 45.514604810996566, 
