cores, skx, 
1, 1.0, 
4, 3.994225672093904, 
9, 8.978296333073267, 
14, 13.934940554821665, 
19, 18.896103896103895, 
24, 23.821038765525028, 
28, 13.94415069398546, 
33, 15.418392204628502, 
38, 18.882010739856803, 
43, 21.196416610850637, 
48, 22.372746553552492, 
