cores, icx, 
1, 1.0, 
8, 7.489451476793249, 
16, 13.3125, 
24, 17.401960784313726, 
32, 19.758812615955474, 
40, 21.471774193548388, 
48, 22.854077253218883, 
56, 23.93258426966292, 
64, 24.94145199063232, 
72, 25.849514563106798, 
80, 26.758793969849247, 
